,polygon_id,leafing,isFlowerin,date,rccM,gccM,bccM,ExGM,gvM,npvM,shadowM,rSD,gSD,bSD,ExGSD,gvSD,npvSD,gcorSD,gcorMD,entropy,elevSD
10,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2018-08-27,100.0,no,2018_08_27,0.3393018437741634,0.3456775636056773,0.31502059262015936,17.35370782171517,0.2514087906879335,0.6595472887459973,0.5750565794202352,44.5727016733243,43.246349929217885,43.28861649026831,8.923645056855863,0.08854310483410048,0.22995958783762638,0.0065943753490196304,0.9725154480718177,3.8401693885834556,3.9787224400508054
11,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2019-02-25,100.0,no,2019_02_25,0.3615608238116464,0.35331193669961336,0.28512723948874036,28.162147068678685,0.5049754348814591,0.719414903967455,-0.5551529707229906,25.886810830851587,24.161299923139776,25.807288569718015,12.533753241852054,0.11424934491402301,0.17954168563985137,0.002603002161053272,0.9869200659566751,3.3355279763849466,7.915554925226068
12,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2019-04-24,100.0,no,2019_04_24,0.35554502716647224,0.34495962602526953,0.2994953468082582,13.351639099378039,0.31295759153386427,0.6980601245181075,-0.3520247345090763,45.468512909093114,42.1583087885538,40.74541795508371,11.510132369308119,0.11780924614046286,0.2718509592364065,0.005472683999288372,0.9784691034695061,3.5621961639341784,5.749215342960655
13,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2019-06-27,100.0,no,2019_06_27,0.36672861408622603,0.33998135022796727,0.2932900356858068,7.528192786480241,0.3346767907855943,0.8340379679309184,-0.9361451524819586,39.29119175848388,35.91423878172238,35.65001109970815,12.861388998399322,0.09177568416128412,0.27926448938445747,0.004660894630121093,0.9818004384290363,3.532301683814103,2.5833628672429443
14,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2019-09-23,100.0,no,2019_09_23,0.3555303949359603,0.41178589296579465,0.23268371209824515,73.2791027607362,0.8068989674305044,0.018423176930011987,0.1819579301974487,41.885744735400245,40.04605838148742,19.765517702763383,23.62380861004511,0.35656663217975826,0.14468590160001318,0.003111729648187757,0.984872558462995,3.207787765938182,4.2426669849747825
15,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2020-05-27,100.0,no,2020_05_27,0.3815682234165881,0.40640278618175507,0.21202899040165685,97.55762875291659,1.230133551107195,0.25074811021275784,-0.8313179247529278,31.2530409037843,30.260704349081372,23.982399984856112,18.80981664951353,0.23426576205462127,0.16740394379240792,0.004195480575023537,0.982490350023979,3.7275775447029877,1.504409759852658
16,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2020-09-21,100.0,no,2020_09_21,0.34407440848014403,0.349439542677109,0.3064860488427469,20.823186143516534,0.30223278760649813,0.5836259539181616,0.33803572170101603,35.25246083261513,34.13120529919816,35.11356034965217,10.073154404401752,0.0915204042086417,0.19770066496263833,0.003970159157717619,0.9825019480888713,3.244380965318882,9.078974914956884
17,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2021-03-25,100.0,no,2021_03_25,0.349447260419065,0.39340613553544046,0.2571466040454947,68.47221902170541,0.743061844799473,0.1458132806475365,0.48616712442707277,41.920033637041776,41.782153946626885,32.62601801461699,17.98831879681967,0.21701828323568742,0.1901152620134902,0.005866957288528245,0.9765870449939758,3.7759888035382,2.026755202179087
18,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2021-07-02,100.0,no,2021_07_02,0.3842651396011516,0.42353935388846964,0.19219550651037876,106.64418949383898,1.309210303725227,0.11180321890685237,-0.8491873962180051,46.257143206565736,42.687570462002725,23.589029419677317,25.24268057632793,0.40436653139375534,0.19163735653092598,0.0036624002836409437,0.9831695117725341,3.135985261047556,2.8487618469846216
19,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2021-09-29,100.0,no,2021_09_29,0.3441054270633915,0.3492216166221475,0.3066729563144609,18.609585995459756,0.27790287461402097,0.5517279317065955,0.27981642136439855,45.33738211000521,44.19287156316229,42.69999688299143,10.955343190483156,0.11141208265901797,0.2328515391307402,0.005397240047198821,0.9762784331103445,3.559024541679186,2.897869185935052
20,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2021-12-28,100.0,no,2021_12_28,0.36571189070882154,0.39020968908611753,0.2440784202050609,62.30460815310148,0.7736278484732775,0.26171312109572853,-0.2497946279766617,37.36293439471835,35.3253405193588,26.382630734111675,15.604444605555114,0.2059485066069038,0.20262147518981533,0.00423746713834934,0.9782620638599688,3.195615360293491,4.0073139700836125
21,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2022-03-30,100.0,no,2022_03_30,0.34844601650919216,0.3952328087717894,0.2563211747190185,70.22828656916285,0.7361829245959182,0.08567579251591807,0.6334443461087716,16.387286199534664,16.518735140505783,15.477720118275727,5.236961813194089,0.05358471249675738,0.08048910070958754,0.0040287037858720304,0.9822745534526109,3.4492418655768984,1.3246795249934538
22,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2022-10-27,100.0,no,2022_10_27,0.35720486510551547,0.34050391572807304,0.30229121916641144,7.832686932593764,0.2765376421435509,0.7806211200149284,-0.4522878433906763,48.094498546745186,45.65575824386677,45.56423727044902,9.974563748875086,0.08758643791489035,0.2708601521259345,0.007025115513802419,0.9725331097467482,3.9081240256314627,4.663231965619542
23,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2022-11-24,100.0,no,2022_11_24,0.3651267115982015,0.3635630600656456,0.2713102283361531,38.51758061094612,0.5913324755026134,0.5623678359744773,-0.5383281432587944,27.591834466464913,26.32883015927469,25.28601181147598,13.045796848841647,0.13489142964124293,0.1713834055972952,0.00404442917193806,0.983369198677833,3.8858794452181153,3.148729713722424
24,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-02-28,100.0,yes,2023_02_28,0.3515306188891888,0.35463681309634754,0.29383256801446356,25.065311108101408,0.384350278734342,0.5622409922119459,-0.01846628384071313,41.64945027550685,39.27576371503962,40.1149264928615,22.751666364720833,0.25049486348059896,0.2665395261732704,0.0030203117759133083,0.9881991519141016,3.1824331470684895,4.923647695011457
25,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-03-21,100.0,no,2023_03_21,0.34296122432897785,0.3408351377319758,0.3162036379390463,8.671934475258293,0.19078392405833827,0.6602224560064567,0.23273594669228304,40.2216704113696,37.78181840753559,38.2265321914209,11.751851264343962,0.10244699123562528,0.2447370751035354,0.0044216478977905545,0.9809155357486012,3.525516246128505,7.3470889771694585
26,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-03-28,100.0,no,2023_03_28,0.3483885673272816,0.3734528751696403,0.27815855750307805,45.07314741360021,0.5292474746534229,0.32696546643803415,0.332141353055359,39.56579582470642,38.44568404265305,34.303669927653914,7.362009338736608,0.10291188529369016,0.18627274645921765,0.004485619891495848,0.9809255342492944,3.382121621903497,1.3500693331288565
27,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-04-04,100.0,no,2023_04_04,0.3419402720014575,0.39663700804379975,0.26142271995474275,70.90841528654259,0.7050480899106478,0.03337256822475473,0.9070756175562401,19.76398972874393,19.451781167791843,17.183954334392933,7.748162687254634,0.08334318284048949,0.1073642446913309,0.003551421915125576,0.98108695433005,3.2575056639172146,2.4201808774142783
28,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-04-18,100.0,no,2023_04_18,0.3434276579112084,0.3722309098946867,0.2843414321941049,38.62936093377184,0.43736979001931087,0.2796636856067297,0.43465770943533594,43.186243217459186,41.90938982015836,36.09067302119946,9.025226541586946,0.13617047257774045,0.19750934897499894,0.00778474054080633,0.969098440463324,3.652412409295506,2.105207619360871
29,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-04-25,100.0,no,2023_04_25,0.34368376452826055,0.37596947559548205,0.28034675987625735,45.71723808614268,0.49808661614968613,0.2438761136900966,0.5508672066085182,31.840662270047474,31.11119527837636,27.5703080552747,7.274822641037206,0.09847097055608409,0.14721239211802614,0.004759171807145088,0.9767729822578475,3.3949580839041347,1.1916560877500755
30,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-05-02,100.0,no,2023_05_02,0.346688667724605,0.3439593696803814,0.3093519625950135,17.25110410893031,0.32521870626948535,0.8267721336143241,0.1563790616881458,32.98899783294335,31.5377311593667,33.26326593559735,11.157880158284845,0.1078045628192048,0.19423511235706675,0.0033779939993462764,0.9849644492754228,3.2145465095833985,5.68269779780188
31,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-05-09,100.0,no,2023_05_09,0.3534388826986989,0.349824724540364,0.2967363927609371,22.241734789843015,0.38829280953300604,0.6870454989334891,-0.1421042015487895,41.93095630430119,40.9402860937252,40.02916487782641,11.882706699937476,0.12737003181911358,0.21683446033446507,0.004030307409473369,0.9830462105934165,3.36351472546749,4.111737788605566
32,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-05-16,100.0,no,2023_05_16,0.3363162818697559,0.3836289712750029,0.28005474685524134,61.91572080086713,0.6007401198319409,0.13297391799632288,1.1039545148329264,23.42239098308954,22.18825780958808,22.61703731500359,10.622374993883096,0.10634996716791474,0.15181002842924876,0.005206439761784834,0.9783622982777396,3.420540549615553,2.496658412964967
33,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-05-23,100.0,no,2023_05_23,0.354116200422575,0.4200852670293206,0.22579853254810445,88.10968289128054,0.9255165865011553,-0.05673301022961144,0.5030801315299366,39.9695182836691,40.028851472697085,28.677549668222476,18.1737235797218,0.247091552039763,0.1478417607562507,0.005081448409238872,0.9807162898852076,3.6717140404001896,3.9353560798396905
34,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-06-13,100.0,no,2023_06_13,0.35192783862026283,0.3456695152390205,0.30240264614071655,17.496223591611432,0.3400122847839165,0.7201110137654597,-0.13370136821031683,35.16065966300072,34.24690396662662,32.28326333437338,12.086927019789613,0.12616150968039294,0.18976500026283735,0.0046393308133944895,0.98279023155653,3.805375133774877,8.07027832452205
35,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-06-21,100.0,no,2023_06_21,0.3576822570914663,0.40455571681355973,0.23776202609497377,85.08036494564267,0.9355190340970775,0.07853945746017624,0.3189937103935712,29.925117200951078,30.116693488410885,22.81255292703585,12.166306229525746,0.15990339944117968,0.1148585779410879,0.006427749130794909,0.9723567091711146,4.110217151396285,1.8353910852392676
36,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-06-27,100.0,no,2023_06_27,0.3434733271701775,0.3837480071680354,0.27277866566178727,58.29152125634518,0.623827148548309,0.18608913834007304,0.5987610181143095,42.77947411740265,42.22707297512653,29.88034536582005,15.328074705483917,0.21978166426167953,0.1621691295975406,0.004640322297750734,0.9803437947276936,3.633180659952275,3.306721961493372
37,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-07-11,100.0,no,2023_07_11,0.34584878715461365,0.34667861873861555,0.3074725941067708,16.492899216293118,0.2768577249448372,0.6076079943185007,0.16148657505114067,39.2456687714015,37.168121389968256,35.701677585822594,12.671821618910693,0.1217544229971863,0.23193178234576134,0.0055981525024455725,0.9756572667829726,3.5981582166601176,5.950855175146123
38,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-07-26,100.0,no,2023_07_26,0.35660277048356975,0.3571846787757446,0.28621255074068547,29.515005781121705,0.45928367421807065,0.5856504549209456,-0.21163614364728986,36.94763154294328,34.760643720177825,35.244111701532354,11.556731849742484,0.10572473696370895,0.223971082188963,0.0036971601961315213,0.9842489798212839,3.534928125397091,8.576225413478706
39,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-08-08,100.0,no,2023_08_08,0.3642844214733704,0.39849926598075525,0.2372163125458743,74.0326469646858,0.8650933137875061,0.18054552297692827,-0.010365552072641534,28.690774062601783,28.836704335669644,25.869140195476497,8.057313700479861,0.09544717830668746,0.12590936513865772,0.0075054077460895135,0.9679540046638797,3.9419778920296404,0.8724769024495677
40,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-09-12,100.0,no,2023_09_12,0.34491333922053374,0.3903877254358431,0.2646989353436232,66.19234810485789,0.6928865723440559,0.1265445448418411,0.6826685555904256,30.49954097652247,29.517074754872734,23.04486970713512,9.434141897643368,0.1375190812944191,0.13605188580993713,0.0029609199986862646,0.9867596164350014,3.481935098402115,2.919424850817862
41,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-09-19,100.0,no,2023_09_19,0.35564988060236824,0.4050724492679981,0.2392776701296336,82.56723738839696,0.8934330160751653,0.058584754610328485,0.4146653109792566,28.46855688093154,28.539220720615372,23.12730002815639,10.668096790995673,0.13918840533266336,0.11663695962720713,0.005436754323660509,0.9780591785017441,3.5553460322693544,1.1332798148927201
42,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-10-17,100.0,no,2023_10_17,0.3666266232921758,0.404396200260192,0.22897717644763216,74.66952192593602,0.8778896047854586,0.13787691888923118,-0.13409520162888322,35.01092057826943,34.063007888738795,24.374998797772996,16.03228935430524,0.23066126583943394,0.14613281383217339,0.007018558179052292,0.969234128502214,3.8660494337805815,2.338516214083543
43,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-10-24,100.0,no,2023_10_24,0.36682202472525854,0.36151438512180945,0.2716635901529321,35.116550603783686,0.5659039741056416,0.5741027118647841,-0.6376576992316906,21.413314083829157,19.89132869861956,18.96527731719958,9.364742797028798,0.10815291588010878,0.13473727670001664,0.002734668127991196,0.9874914139192319,3.3409608638229837,8.955619269274223
44,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-10-31,100.0,no,2023_10_31,0.34713937418474683,0.34495695526660675,0.3079036705486464,17.514057983708504,0.3196775182556764,0.7714104384756806,0.14305715791619894,36.290408037064175,34.994494746979946,36.55986204651987,11.22659114563731,0.09905733491842551,0.21154806403917148,0.0038785866564105586,0.9820113185308974,3.168068955245664,1.1436076651426437
45,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-11-14,100.0,no,2023_11_14,0.35721703181079467,0.40672391400148283,0.2360590541877226,90.15302492571806,0.9867600476673233,0.06171968612130981,0.3443532061383725,36.22491010384049,36.49859747190854,26.150719333151756,17.283188450501708,0.23082776642328243,0.13258371024661175,0.00384650110481257,0.983756545567205,3.4637230154344287,4.025933610063847
46,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2024-02-15,100.0,no,2024_02_15,0.3522511769329452,0.3345366689593776,0.31321215410767717,0.23037032199072563,0.16713151605860851,0.756171251124485,-0.26961018422952154,47.86546163663626,45.284002551314714,45.773827457099614,8.881788998183888,0.055500646541811104,0.2743758804593875,0.006360877260555523,0.9745436781441398,3.43331543097554,4.4686458381149405
47,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2024-02-21,100.0,no,2024_02_21,0.3438002054773821,0.40603607023665245,0.2501637242859655,83.82960653964821,0.8393830325233538,-0.021939080504873507,0.9153746245493182,36.670394377526534,37.80640856756695,28.73386773912265,17.46905694952035,0.21652411293076954,0.133153555963329,0.006210266930839151,0.9744657984955014,3.779037929554359,1.6119394470518664
48,00c89fbf-c3b5-479a-a0bc-d34bbd659334_2021-08-25,100.0,no,2021_08_25,0.3495973365966664,0.34981890846293734,0.3005837549403961,22.556037784018383,0.3696143474275773,0.6758852771949032,0.04599537785191403,37.942354174252294,35.445530446083566,36.87800828502134,15.371681938646365,0.12743381385136396,0.25558500782318366,0.00360089699810114,0.9839930331287625,3.4649243852779072,5.3816020519885
49,00c89fbf-c3b5-479a-a0bc-d34bbd659334_2023-07-26,100.0,no,2023_07_26,0.3584003275262945,0.3478157821148833,0.29378389035882196,18.702629720577143,0.38515963398815134,0.7237352690973359,-0.4217513450626055,35.84189734146036,34.240794842430525,35.56568672052188,9.933050236951932,0.10251170807355449,0.20531530199654072,0.0038353886727111107,0.9836577623887872,3.438068550741135,6.572250365046522
50,00c89fbf-c3b5-479a-a0bc-d34bbd659334_2023-08-08,100.0,no,2023_08_08,0.3400729217113169,0.3860648075424917,0.27386227074619146,68.30698600421954,0.6829165469397356,0.13274353236068448,1.0069200767177162,21.577844179780488,21.51474583097984,19.323426122417285,7.816248261853524,0.07901142687866523,0.11301162178163661,0.004408758830442398,0.9806974395247808,3.45415183114449,7.23125478057904
51,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2019-12-26,100.0,no,2019_12_26,0.36647809923247593,0.35619491427497735,0.2773269864925465,28.062970955180198,0.5016409367762223,0.6312898920465517,-0.6815581913948192,31.537148207011374,29.96705720061003,27.668523369417706,8.848642148689306,0.10608238936837111,0.1719737322621848,0.004924973844748552,0.9802744734282218,3.9157004331687704,2.094948999038376
52,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2020-05-27,100.0,no,2020_05_27,0.3484623724237916,0.3409100206907283,0.3106276068854801,9.534281586842983,0.24469739913280444,0.732969799785398,-0.05752392658478466,44.603613223945416,41.88087853074057,40.42168107724292,10.351010048277317,0.10011130559713,0.2573317870623714,0.0037108969545733774,0.9835146543468603,3.1234146522998705,4.318910644115954
53,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2022-07-27,100.0,no,2022_07_27,0.3528224461141441,0.3947755736051168,0.2524019802807391,80.3920273088705,0.8761433347032842,0.14203222042015692,0.4874307690830899,25.83942778325555,26.10645745213597,21.655848609565997,11.32471461733518,0.13501799694236202,0.11572270623307601,0.0036778862976392323,0.9837648069518651,3.4127638755960423,2.744243593939549
54,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-04-18,100.0,no,2023_04_18,0.3635697092976433,0.3409960533184344,0.29543423738392227,10.36334583205455,0.3553518986338657,0.8479494443237883,-0.8089358151348626,39.88056827698062,38.37742193803295,36.24115827366025,16.345980973605897,0.14511362454114662,0.25131920380660344,0.003448272894423287,0.984213747659068,3.3950845770863984,6.668039815584554
55,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-05-02,100.0,no,2023_05_02,0.34506056565859516,0.3506986332251939,0.30424080111621093,24.3231442249491,0.3558458189751403,0.6380177282023447,0.29572309319984275,51.27249566566272,49.9717206361816,48.946081417755245,21.291516922725034,0.2280917538439518,0.28284255247167567,0.004284153673582388,0.9817593744219411,3.203888980057398,2.5102817603609577
56,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-05-16,100.0,no,2023_05_16,0.35202263165810266,0.3515129832939319,0.29646438504796535,24.80787096721385,0.40195420370540785,0.6592841963522368,-0.04728663148639482,37.54699170554732,36.101914849103956,36.356432406516056,10.218492779440549,0.09998369171119378,0.20783357959295978,0.004710071864640653,0.9802515988828637,3.7895412374986033,1.8665655021481882
57,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-06-21,100.0,no,2023_06_21,0.34118024556167853,0.3843515195089583,0.2744682349293631,74.11391391984823,0.7537410510533019,0.17905675288071107,1.0321312115581573,27.00736499484262,27.038118495253055,22.67986845373005,9.198385966417343,0.11652785578842705,0.1191730498167866,0.006235842074786258,0.9694522248225292,3.7693069672202184,1.6875653119707614
58,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-06-27,100.0,no,2023_06_27,0.3530456690050843,0.3833340113195009,0.26362031967541494,63.2839760231613,0.7233993680990594,0.25221156581628107,0.30428381178360087,19.350787769219338,17.989750787276787,15.160019979183446,7.002844156569082,0.09125384436765192,0.11682863951403004,0.0021874018046741813,0.990007293822572,3.24765140940934,3.6644276847025017
59,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-07-26,100.0,no,2023_07_26,0.3564048715046893,0.3974453975067053,0.24614973098860538,82.48875914809638,0.9130524193933464,0.1311031454169014,0.34486662573689714,19.38756817916537,19.894278338598802,16.77745913424322,14.99053904059637,0.156618850355963,0.1267483889643142,0.004231607154555916,0.9811866414848784,3.7714062642642414,1.55198705953656
60,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-08-08,100.0,no,2023_08_08,0.3445572516858425,0.36650491793517925,0.28893783037897797,43.088314323432904,0.496058112736098,0.3768555330330332,0.5168044566222765,21.02503884054647,19.687460968514312,18.8198587070699,5.880567052420142,0.054995357823770706,0.1294854746884299,0.002683503818956377,0.9870578784644667,3.2075352072524743,1.9896831544987121
61,01899a37-f35f-4410-9107-6876d3377460_2021-03-25,100.0,no,2021_03_25,0.3661660066415544,0.34542880442524765,0.28840518893319783,17.61281968898599,0.46521160405063006,0.9016777133417797,-0.9838648781627615,30.96246991243859,28.33177247699875,29.679753722321625,11.93334210530906,0.08256064076829497,0.22948842356848767,0.0033193677231166496,0.9843912269253766,3.3697920686092147,7.388698217086802
62,01899a37-f35f-4410-9107-6876d3377460_2021-07-02,100.0,no,2021_07_02,0.33910342001414245,0.37989313710115385,0.2810034428847037,61.16956466232605,0.6171549733324421,0.19405184870374173,0.9750796771495713,24.166933597176683,24.129862275257334,20.75250767929606,10.817404092468966,0.11342178742419887,0.1292898781444896,0.0022364154263174317,0.9898156126791149,3.1548564423920413,5.039465766782494
63,01899a37-f35f-4410-9107-6876d3377460_2023-03-21,100.0,no,2023_03_21,0.3448789550331336,0.34925587607950936,0.305865168887357,23.215126515248613,0.34885644263503185,0.6869962435157453,0.3266698308589753,38.15990706521301,35.658713244359426,39.31515759512778,16.831989060280772,0.14758941080725566,0.2590007908058978,0.003935221282761426,0.9839176830759857,3.2712895428212514,2.9399052290862504
64,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2021-08-25,100.0,no,2021_08_25,0.3490438897492531,0.3498462973154819,0.3011098129352651,23.882097581317765,0.38156017133346065,0.6854442808025675,0.08940580749022793,34.00799493640636,32.248747870286074,33.52374248865936,10.080249631383722,0.0866819747852235,0.20448948094385774,0.004559308073400185,0.9807181727538059,3.76832865515403,1.960122696566936
65,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2021-09-29,100.0,no,2021_09_29,0.34580590285331403,0.3370173134075918,0.3171767837390941,4.767800402546053,0.18947707431101174,0.8009382786184833,0.07153329410629371,42.86669100004111,41.09805291863024,41.243470095514425,9.945177945055809,0.08036682139712446,0.24107834510530052,0.004349974940427161,0.9805118872070181,3.1823606572936396,4.447206371277247
66,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2022-04-27,100.0,no,2022_04_27,0.37924530630055925,0.4083768424016774,0.21237785129776326,88.54982371394465,1.1024581769001882,0.20023628300723478,-0.6690383150501646,41.01788955206666,40.4625942997297,27.850221615162166,25.604835086043337,0.3409098358234834,0.172002370868207,0.006346593031642773,0.9768991776157654,3.948738988004078,1.4569377162406907
67,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2022-05-25,100.0,no,2022_05_25,0.363702928187928,0.42078171702253275,0.21551535478953923,103.17619641211859,1.1426587815786973,-0.021289170702361852,0.1163715673423758,42.992561007077185,41.49579714796044,25.01495750086907,26.880592462558287,0.38114089456840416,0.1724664659982262,0.0030723425574995817,0.9856244255713775,2.5704585414215724,5.159384347686092
68,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2022-11-24,100.0,no,2022_11_24,0.37831701234924814,0.3401265654301901,0.28155642222056176,10.493720549928577,0.48484667995361813,1.0445618354970387,-1.6725314378086025,39.978193249580876,40.05806083322618,37.37992392997789,16.24484619265249,0.14640131359909705,0.23968668572846266,0.0036304938180569024,0.9840073295970059,3.327109817072391,7.322514964584928
69,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2023-02-28,100.0,yes,2023_02_28,0.35045292983391974,0.349131533854636,0.30041553631144413,23.596453304248413,0.3965326666792261,0.7226864240739531,-0.017672916659983218,50.56665897027347,49.67957030468311,47.49110103990454,22.579219745353253,0.24916835472883492,0.27268803389233565,0.0038357317036223997,0.9833725990185715,3.3095310815028784,2.4398173257204565
