,polygon_id,leafing_predicted,leafing
33,77a0e0ab-c219-4990-b369-4e06324f2c7a_2023-09-19,2.2638823986053467,80.0
34,c1631b71-e3df-4b44-9c62-c587197bd7d4_2023-08-08,88.62548828125,100.0
35,c0441a9c-8746-4a43-83a4-a052c52db4d3_2023-08-08,89.06621551513672,100.0
36,93cf9c4d-f5de-402b-9e92-4703b73b0d99_2022-10-27,93.3441162109375,100.0
37,abedbe39-54e2-4d4c-a087-298ffeac7678_2023-06-21,88.17935943603516,100.0
38,75499e72-b64e-44d8-8549-ed47ce633da3_2018-04-25,88.42493438720703,100.0
39,4e481c36-9f3b-4d3c-9ffd-cc9a678fadcb_2022-04-27,95.96837615966797,95.0
40,386fb040-3b26-40e7-8c01-ab46031af779_2023-02-28,94.87669372558594,100.0
41,4b9767a5-9fee-4013-b02b-1c86504cfa3c_2021-09-29,96.71473693847656,100.0
42,fc0fdb29-e463-4918-a3e8-c707b64f0bcc_2024-02-15,93.06764221191406,100.0
43,c5628eaf-3383-4ab8-98e6-29c9f6c2d796_2023-05-23,88.70198822021484,100.0
44,b64d553c-5249-4054-92c2-17f38034c737_2022-12-28,91.10746002197266,100.0
45,d47b3678-9f11-4811-9930-c969df5fac0e_2019-04-24,30.86777114868164,0.0
46,02627951-bdea-4eb6-9875-414a3b4956f3_2021-09-29,39.48103332519531,0.0
47,93d06e14-3d23-493c-a0b1-f74fd674eb46_2023-09-12,91.6365737915039,100.0
48,0732ecc5-a138-46a7-bf04-908e86f59c7f_2018-04-25,78.81143951416016,100.0
49,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-02-28,68.07770538330078,40.0
50,b64d553c-5249-4054-92c2-17f38034c737_2021-02-25,84.6344985961914,99.0
51,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2023-11-27,96.8674087524414,100.0
52,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-05-16,96.63128662109375,100.0
53,0a3817e8-3335-4508-be71-2bd98ce68dda_2019-02-25,97.6035385131836,100.0
54,c5628eaf-3383-4ab8-98e6-29c9f6c2d796_2018-07-24,89.09651184082031,100.0
55,5f273351-c01d-47f9-b2ff-22021e56a36c_2019-02-25,86.50115203857422,100.0
56,2c1fe105-0516-4ba5-bcca-92e7b291b480_2019-12-26,93.43769836425781,100.0
57,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2023-11-27,93.97172546386719,100.0
58,93cf9c4d-f5de-402b-9e92-4703b73b0d99_2022-11-24,93.4315414428711,100.0
59,863c2193-248a-4de0-bf32-d1395a91147e_2023-06-13,86.64588928222656,100.0
60,e03db8cf-6139-4e0b-96da-27a7b4d68ef8_2023-06-13,99.0312271118164,99.0
61,01a6cd45-e220-4bfe-a71d-13f54d8072ec_2022-04-27,89.37767791748047,100.0
62,38779fc6-7cf0-4675-9bab-205979e6dbfe_2023-10-24,85.48749542236328,100.0
63,3b4679bd-76b6-43fe-b740-9f274fea7195_2020-05-27,94.4166488647461,100.0
64,52f1f550-4e8b-485f-ad85-de7115173ed9_2021-07-02,84.09892272949219,98.0
65,b64d553c-5249-4054-92c2-17f38034c737_2023-11-27,89.3612289428711,100.0
66,52309692-ae25-4c0d-96b1-fe02dc607cb4_2023-09-19,92.39319610595703,100.0
67,45390058-d4a4-4c96-87d2-a784ef05a96d_2023-10-03,83.23165130615234,100.0
68,7a691145-22f8-4e83-8937-7eafda96105d_2023-10-24,87.87036895751953,98.0
69,60f88280-ea70-49e3-812f-79915e7c7882_2024-01-17,82.36863708496094,85.0
70,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2023-10-03,90.58382415771484,100.0
71,c589e8a1-36be-44b3-b7d3-aa5dcb1a1da5_2023-04-25,97.55986785888672,100.0
72,98c2c48b-b852-4703-ab5b-2d7a90a7bfca_2023-04-18,89.59009552001953,100.0
73,730783de-759d-4035-9caa-f2e9305f2825_2024-01-17,9.638823509216309,0.0
74,fc37b86f-b048-4359-93ff-8e78b6b38712_2023-09-12,91.2177734375,100.0
75,c5628eaf-3383-4ab8-98e6-29c9f6c2d796_2022-10-27,87.91509246826172,100.0
76,39fb15b5-a33a-494c-a45d-dbd5962f314b_2022-04-27,54.74026107788086,25.0
77,d6b6e4ed-8feb-499a-838c-a788619747da_2023-06-13,76.20086669921875,40.0
78,0024a31f-d7eb-4df3-b03f-79ca438a9080_2023-02-28,95.68006134033203,100.0
79,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2023-07-26,91.65045928955078,100.0
80,81999dbd-1379-4dcb-9d85-3362649f7abc_2024-01-17,17.590194702148438,10.0
81,730783de-759d-4035-9caa-f2e9305f2825_2023-07-26,84.9142837524414,95.0
82,9f1c84a1-5eca-4d4c-b2dc-fb31071985a2_2019-01-28,82.19692993164062,94.0
83,55361361-366c-4089-8c16-72a4781539c2_2023-04-25,19.462491989135742,0.0
84,28c5f379-4d2d-422c-b7f3-ba108c76ef22_2023-04-18,87.66486358642578,100.0
85,e35fe388-2ed7-43b6-bea8-e6f0a8f899c9_2019-07-24,89.34790802001953,100.0
86,54cc22ba-640a-42b9-bae0-eb02554086cf_2020-11-25,108.95696258544922,100.0
87,3b4679bd-76b6-43fe-b740-9f274fea7195_2023-05-16,90.59960174560547,100.0
88,5635ecfe-787e-4097-a6fa-54d9ffb214c1_2020-05-27,88.20929718017578,100.0
89,4a1431a3-07aa-4221-a614-eec52bb2f69d_2019-01-28,85.92530059814453,100.0
90,f526e65c-3399-4403-8375-4ba1a74cb106_2019-10-17,92.4979476928711,100.0
91,d47b3678-9f11-4811-9930-c969df5fac0e_2023-05-16,92.12335968017578,100.0
92,078e0ab3-42ac-4a64-b96b-09cdf590f024_2023-07-11,85.0879898071289,90.0
93,6d8727f1-1bff-4b22-be9b-194e83846fb4_2023-08-08,89.23677825927734,100.0
94,e39ef9e1-33d0-40ed-a448-83c485426740_2023-04-04,88.77284240722656,100.0
95,a366d4f8-2abc-4a52-aefe-20f8466233db_2018-04-25,42.40217590332031,80.0
96,972d47ce-5ace-4a92-84a4-e5683f325f0c_2018-08-27,88.87735748291016,100.0
97,7f7847dc-d5e6-4faa-b99a-14c41ee20534_2019-04-24,87.20353698730469,100.0
98,e326f0f0-f15f-4274-bf9a-1f85b5014156_2023-03-07,82.7486801147461,90.0
99,4b304223-ae5e-4014-98a5-c68c760deb74_2021-02-25,96.94562530517578,100.0
100,0d1c24b9-4f81-4cc5-bda7-91b228555612_2019-02-25,87.1601791381836,100.0
101,4b304223-ae5e-4014-98a5-c68c760deb74_2020-01-24,87.63890838623047,100.0
102,89cbcc9c-6898-4d43-8206-22c0d4e7a7ed_2018-08-27,87.33975219726562,100.0
103,e35fe388-2ed7-43b6-bea8-e6f0a8f899c9_2024-01-17,26.16183853149414,0.0
104,7b1acde9-37eb-4fd9-82aa-bded8b60195e_2023-03-07,0.8587865233421326,0.0
105,0024a31f-d7eb-4df3-b03f-79ca438a9080_2023-03-21,97.1390609741211,100.0
106,da423359-8d3a-4d94-a3fd-a2d3eedda0fe_2023-07-26,86.09528350830078,100.0
107,4c123488-85cc-4c89-9b0e-2fc73c565521_2020-01-24,89.38069915771484,100.0
108,1ca8e05b-fedf-4c65-9445-66f028d65389_2024-02-08,75.02301788330078,100.0
109,05349bf1-e177-489a-a404-e043dbe2060d_2021-02-25,28.140275955200195,0.0
110,4b9767a5-9fee-4013-b02b-1c86504cfa3c_2019-04-24,88.83257293701172,100.0
111,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2018-08-27,93.479248046875,100.0
112,d32adab7-f6ca-4d86-a6a0-f26984f30949_2024-02-15,17.693925857543945,0.0
113,76424c7c-518a-415d-bcb8-b8933683c2ed_2020-11-25,80.80719757080078,95.0
114,dc0450fd-a432-4654-b90a-a8dbb7bba312_2023-07-26,87.2077865600586,100.0
115,73433e79-9f3f-4b44-b61a-d0f583311f22_2024-02-15,0.34665563702583313,0.0
116,e03db8cf-6139-4e0b-96da-27a7b4d68ef8_2023-09-12,95.75824737548828,100.0
117,05349bf1-e177-489a-a404-e043dbe2060d_2023-06-21,93.33777618408203,100.0
118,9f5fc156-0237-4f00-8ae1-c05aa5935e22_2023-02-28,8.505514144897461,40.0
119,52309692-ae25-4c0d-96b1-fe02dc607cb4_2023-08-08,91.160400390625,100.0
120,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-10-31,80.36746215820312,82.5
121,863c2193-248a-4de0-bf32-d1395a91147e_2023-07-11,87.29032135009766,100.0
122,4b304223-ae5e-4014-98a5-c68c760deb74_2021-03-25,102.3299560546875,100.0
123,2ee6be2e-40b0-486e-a574-000744dfe229_2019-10-17,88.26342010498047,100.0
124,46f61b1f-704d-4a43-9cc8-85bac4432a3f_2023-10-24,75.99996185302734,100.0
125,e13a0c28-3117-4de4-a3a8-42c3103e9754_2019-05-31,89.75189208984375,70.0
126,d47b3678-9f11-4811-9930-c969df5fac0e_2020-01-24,81.40928649902344,95.0
127,4b9767a5-9fee-4013-b02b-1c86504cfa3c_2023-09-19,95.02626037597656,100.0
128,4b304223-ae5e-4014-98a5-c68c760deb74_2019-02-25,91.7669448852539,100.0
129,06966454-7ca6-4168-9736-bd76ed153a9d_2019-06-27,86.32569122314453,100.0
130,5cd2e4cc-a553-4b4f-9c37-42084cba72aa_2020-09-21,91.08501434326172,90.0
131,131edf4c-b018-40a7-a803-0c76df88dc1d_2024-02-21,20.06380844116211,0.0
132,60f88280-ea70-49e3-812f-79915e7c7882_2024-02-08,50.420997619628906,22.5
133,d6b6e4ed-8feb-499a-838c-a788619747da_2023-10-31,93.38056945800781,100.0
134,d47b3678-9f11-4811-9930-c969df5fac0e_2022-11-24,92.92943572998047,100.0
135,235e2657-ac67-414b-b234-5012879cb398_2022-04-27,7.808485984802246,2.5
136,3a6ca785-6d91-4811-8b80-778ea8d15797_2023-04-04,89.20592498779297,100.0
137,a366d4f8-2abc-4a52-aefe-20f8466233db_2023-05-16,3.672128438949585,0.0
138,39cb82d4-bb06-497c-baa7-1b8628973ae7_2023-04-18,90.9203109741211,100.0
139,81999dbd-1379-4dcb-9d85-3362649f7abc_2023-04-18,7.779915809631348,0.0
140,c610d05b-81e1-4611-a573-e9719f8cc0c4_2019-06-27,27.131954193115234,20.0
141,f541fb45-01c8-47a7-8f47-75e82aceb197_2021-01-27,92.02202606201172,100.0
142,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2022-11-24,94.46652221679688,100.0
143,fa23842a-ea4a-4319-a455-9ddcc22bb3c3_2023-09-19,91.55936431884766,100.0
144,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-04-04,82.5140609741211,99.0
145,badee35d-7b09-4d87-9b4a-b052af7c3749_2023-08-08,91.73743438720703,100.0
146,73433e79-9f3f-4b44-b61a-d0f583311f22_2023-12-05,82.7066650390625,100.0
147,3c42d92e-2311-49b9-8937-37db095d0b83_2023-05-02,92.48253631591797,100.0
148,9f1c84a1-5eca-4d4c-b2dc-fb31071985a2_2021-03-25,93.22522735595703,100.0
149,3c42d92e-2311-49b9-8937-37db095d0b83_2023-04-25,93.37423706054688,100.0
150,5a079ffa-e211-4364-ba7c-2bc0822e2316_2023-05-16,90.8533935546875,100.0
151,90e61dde-498c-4991-a8e3-a617781d5e49_2023-09-12,87.77523040771484,98.0
152,5f273351-c01d-47f9-b2ff-22021e56a36c_2023-03-21,89.52770233154297,100.0
153,b19d8062-e35f-431c-852f-f7f1adf57f02_2024-01-03,27.146202087402344,0.0
154,6d8727f1-1bff-4b22-be9b-194e83846fb4_2021-08-25,89.43741607666016,100.0
155,daafdede-11d2-48f0-a7fb-a5551de01aa5_2018-04-04,1.6701765060424805,0.0
156,350a839e-835d-4118-9047-aceb73d51fe0_2018-08-27,85.2938461303711,100.0
157,b1a92135-9138-447c-b2e9-ccaa6e89f1a4_2022-03-30,86.63007354736328,95.0
158,f8da92d4-a6e6-4afd-b65a-2767e23a29b1_2022-04-27,98.09539031982422,100.0
159,885e5ddb-25d8-474d-9010-30ec51bc7494_2023-03-07,90.27412414550781,100.0
160,b0e0daf6-3d04-4565-ad3f-42b83e21c188_2023-05-16,88.23804473876953,100.0
161,956396f0-265d-4b40-a637-ec6c91b799c9_2021-08-25,92.06668090820312,100.0
162,24cce01e-e10b-4fa8-8fd6-c9e6b402c2e7_2023-10-31,87.99559783935547,97.0
163,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc_2022-12-28,3.448348045349121,0.0
164,67acee3c-df00-47ce-9c56-4db12b289400_2023-03-07,7.0180583000183105,30.0
165,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2023-11-14,93.86605834960938,100.0
166,fa5a4100-a640-4e0f-ae1d-77d0151d527d_2023-07-26,89.36763763427734,100.0
167,6d8727f1-1bff-4b22-be9b-194e83846fb4_2019-04-24,83.64161682128906,100.0
168,7c0c5b08-1285-49c3-8874-3140b166b761_2019-04-24,87.51978302001953,100.0
169,972d47ce-5ace-4a92-84a4-e5683f325f0c_2023-07-26,86.49510192871094,100.0
170,55361361-366c-4089-8c16-72a4781539c2_2018-08-27,85.12454986572266,100.0
171,6d8727f1-1bff-4b22-be9b-194e83846fb4_2021-09-29,93.16437530517578,100.0
172,ba68b875-98e6-4b7b-912f-c0fb82c4296f_2024-02-08,92.80512237548828,100.0
173,a13d2be4-c7f8-446c-855c-21de2767b9d7_2024-02-08,94.853271484375,100.0
174,1ca8e05b-fedf-4c65-9445-66f028d65389_2023-03-28,82.3559799194336,100.0
175,fc0fdb29-e463-4918-a3e8-c707b64f0bcc_2022-12-28,46.40615463256836,4.0
176,0e6d3e00-7797-46fb-b57c-039aca5ce308_2019-12-26,92.2258529663086,100.0
177,c610d05b-81e1-4611-a573-e9719f8cc0c4_2023-03-28,63.16075897216797,40.0
178,68ad6972-c0be-4ccc-a519-29c50751e992_2022-10-27,97.38673400878906,100.0
179,f40f29ba-b3dd-4843-950a-c2cdcd6bbf35_2023-03-21,2.203439950942993,100.0
180,078e0ab3-42ac-4a64-b96b-09cdf590f024_2018-04-25,84.95391082763672,100.0
181,f6a001af-e0e1-424b-9d59-257af22c954e_2021-01-27,90.9676742553711,100.0
182,54cc22ba-640a-42b9-bae0-eb02554086cf_2018-07-24,9.118733406066895,50.0
183,36029ec2-f0d8-45bd-baea-9177481ee3a2_2023-02-28,89.4650650024414,100.0
184,d0d18fe0-345d-4fb4-985f-afae367a7f77_2019-01-28,85.69986724853516,100.0
185,131edf4c-b018-40a7-a803-0c76df88dc1d_2023-04-25,0.2746678590774536,0.0
186,1ca8e05b-fedf-4c65-9445-66f028d65389_2020-01-24,74.15186309814453,95.0
187,3b4679bd-76b6-43fe-b740-9f274fea7195_2022-07-27,100.28412628173828,100.0
188,a53ef977-6375-4f43-a45a-09e6655add4b_2023-03-07,1.2350568771362305,0.0
189,e03db8cf-6139-4e0b-96da-27a7b4d68ef8_2019-02-25,87.16012573242188,95.0
190,b19d8062-e35f-431c-852f-f7f1adf57f02_2018-04-25,73.46773529052734,100.0
191,ed5e85e2-5c6f-43be-a529-658f5ae3486b_2023-07-26,92.08602142333984,100.0
192,ccfbdab4-92b2-440b-a773-ef51ecb5e76d_2018-04-25,65.91761779785156,100.0
193,c3c57416-dab7-4b72-9dea-2a6cc42f431e_2019-12-26,84.24317169189453,100.0
194,9083daef-9855-4d4d-a78f-e17f06ad2ada_2023-06-21,89.43406677246094,98.0
195,fc641d4a-4e79-46c5-9b37-592ab13d31bf_2023-04-25,0.6436391472816467,0.0
196,dc0450fd-a432-4654-b90a-a8dbb7bba312_2020-05-27,83.37430572509766,100.0
197,f8da92d4-a6e6-4afd-b65a-2767e23a29b1_2018-07-24,91.77848052978516,100.0
198,078e0ab3-42ac-4a64-b96b-09cdf590f024_2021-01-27,94.8042984008789,100.0
199,a13d2be4-c7f8-446c-855c-21de2767b9d7_2023-05-02,90.71350860595703,100.0
200,0732ecc5-a138-46a7-bf04-908e86f59c7f_2019-04-24,85.79898834228516,100.0
201,c610d05b-81e1-4611-a573-e9719f8cc0c4_2023-04-04,70.83831787109375,45.0
202,3e6aa377-e046-49c5-a288-5503e14c9a5a_2019-05-31,77.55011749267578,1.0
203,a366d4f8-2abc-4a52-aefe-20f8466233db_2023-09-19,94.1848373413086,100.0
204,4c123488-85cc-4c89-9b0e-2fc73c565521_2021-01-27,7.374886512756348,0.0
205,3ace69ee-c6cf-4cf5-96d4-72fd7d2d0049_2023-08-08,74.3138198852539,100.0
206,7a691145-22f8-4e83-8937-7eafda96105d_2018-04-04,60.731746673583984,68.75
207,ba68b875-98e6-4b7b-912f-c0fb82c4296f_2023-07-26,86.25440216064453,100.0
208,95306cf8-7a56-4b46-b4e2-de9737a67dac_2024-01-03,70.31353759765625,100.0
209,14e76b01-5ac5-4361-874c-24e73fbb4ee6_2023-04-18,57.96992492675781,100.0
210,0732ecc5-a138-46a7-bf04-908e86f59c7f_2023-04-25,88.65352630615234,100.0
211,3b4679bd-76b6-43fe-b740-9f274fea7195_2023-04-25,1.025123953819275,0.0
212,52f1f550-4e8b-485f-ad85-de7115173ed9_2018-05-23,0.2716759741306305,0.0
213,a0a34d1f-b2b2-4a07-b8a3-7ac2b4f2dffa_2023-08-08,88.96188354492188,100.0
214,f526e65c-3399-4403-8375-4ba1a74cb106_2022-10-27,99.1634750366211,100.0
215,47567fb1-5d36-445d-837e-e1b7bdbe95de_2022-11-24,25.372238159179688,0.0
216,368091a5-94a3-41a8-abee-29d85d4a16f6_2024-02-15,93.72362518310547,98.0
217,03df93ce-5900-417f-899b-0bbad17c8599_2021-07-02,96.7338638305664,100.0
218,98c2c48b-b852-4703-ab5b-2d7a90a7bfca_2020-05-27,91.54232025146484,100.0
219,f6a001af-e0e1-424b-9d59-257af22c954e_2019-04-24,86.24983978271484,100.0
220,b19d8062-e35f-431c-852f-f7f1adf57f02_2018-08-27,88.81156921386719,100.0
221,52309692-ae25-4c0d-96b1-fe02dc607cb4_2023-11-14,94.61528778076172,100.0
222,f526e65c-3399-4403-8375-4ba1a74cb106_2023-05-02,2.1984426975250244,0.0
223,3eface6a-f207-4bf8-979f-c84660dffad1_2024-02-08,93.56694793701172,100.0
224,b19d8062-e35f-431c-852f-f7f1adf57f02_2018-04-04,85.7766342163086,100.0
225,a13d2be4-c7f8-446c-855c-21de2767b9d7_2023-11-14,92.3373794555664,100.0
226,5a079ffa-e211-4364-ba7c-2bc0822e2316_2023-04-18,89.10823822021484,100.0
227,078e0ab3-42ac-4a64-b96b-09cdf590f024_2019-04-24,41.993385314941406,2.75
228,d9ce4645-ab72-411b-a288-bf4cf68992c5_2020-05-27,89.04177856445312,100.0
229,863c2193-248a-4de0-bf32-d1395a91147e_2023-10-31,88.86508178710938,100.0
230,fe79536f-a0ab-415b-8660-807cb81acfa5_2018-04-04,4.8094563484191895,0.0
231,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2022-11-24,8.437518119812012,0.0
232,1dc4dc9a-4beb-4e3f-bfa5-42a6f781ec91_2018-04-25,27.39492416381836,10.0
233,b64d553c-5249-4054-92c2-17f38034c737_2021-12-28,90.16793823242188,100.0
234,9f1c84a1-5eca-4d4c-b2dc-fb31071985a2_2021-09-29,100.000244140625,100.0
235,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d_2023-11-14,10.878957748413086,0.0
236,9f1c84a1-5eca-4d4c-b2dc-fb31071985a2_2019-12-26,98.57676696777344,100.0
237,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-04-18,97.99732971191406,96.0
238,c1631b71-e3df-4b44-9c62-c587197bd7d4_2023-06-13,89.83380889892578,100.0
239,a13d2be4-c7f8-446c-855c-21de2767b9d7_2024-02-21,93.53270721435547,100.0
240,eade1d37-b060-426f-a951-fe78584e05ba_2023-02-28,35.69028854370117,15.0
241,e35fe388-2ed7-43b6-bea8-e6f0a8f899c9_2023-05-02,94.7053451538086,100.0
242,e39ef9e1-33d0-40ed-a448-83c485426740_2023-08-08,91.20578002929688,100.0
243,bf623767-21ef-4bd3-88ff-c8d3cbc6d3ff_2022-03-30,81.2693099975586,92.0
244,ce85ef53-4805-41c8-b9c6-d6c20f378457_2021-02-25,90.90872192382812,100.0
245,0a3817e8-3335-4508-be71-2bd98ce68dda_2024-02-15,96.87252807617188,100.0
246,34f872ff-ab16-4ea9-88a1-52bc896248d6_2018-04-04,4.510270118713379,2.25
247,b64d553c-5249-4054-92c2-17f38034c737_2018-04-04,8.921393394470215,40.0
248,52f1f550-4e8b-485f-ad85-de7115173ed9_2019-02-25,10.195462226867676,0.0
249,f6a001af-e0e1-424b-9d59-257af22c954e_2021-12-28,97.58011627197266,100.0
250,e9087e8d-537c-4f46-a7f7-8ef5b6d6c2a6_2023-03-21,86.30992889404297,98.0
251,3a755a8d-bee8-42d8-a3ed-6ab5cbefee43_2022-04-27,74.6513671875,85.0
252,7f8eba52-c7f6-4dc5-b1c1-b1569036ec2e_2023-03-07,0.09113536775112152,70.0
253,46f61b1f-704d-4a43-9cc8-85bac4432a3f_2024-02-21,90.94532775878906,100.0
254,a42f8633-4ba9-41af-b907-f44ea6c492af_2023-07-26,94.84950256347656,100.0
255,a42f8633-4ba9-41af-b907-f44ea6c492af_2023-09-12,93.55340576171875,100.0
256,922bf85b-f020-438d-91b7-86a2b5645b25_2019-05-31,31.877410888671875,40.0
257,2bbdf792-0d37-4808-9457-254f37e8aaf5_2021-03-25,22.987056732177734,5.0
258,9083daef-9855-4d4d-a78f-e17f06ad2ada_2020-09-21,87.62403869628906,100.0
259,85867a58-0f9f-4a67-9c39-cdfc2d777ecd_2024-02-21,90.97478485107422,100.0
260,0d1c24b9-4f81-4cc5-bda7-91b228555612_2023-04-04,90.47205352783203,100.0
261,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2021-02-25,93.32733154296875,99.0
262,47c92736-e515-4406-b083-13998207ffb3_2023-05-23,93.6124267578125,100.0
263,9231d07f-e076-41b3-a466-8a987a180394_2023-03-28,91.62769317626953,100.0
264,80acabb6-ad48-4799-80bc-1a4c0fd71656_2023-05-23,89.07290649414062,100.0
265,07b1099c-e778-4dce-b3c8-14ad27373550_2023-03-07,91.5143051147461,100.0
266,93cf9c4d-f5de-402b-9e92-4703b73b0d99_2023-06-13,88.12791442871094,100.0
267,0027e09f-ffc3-49d9-ac29-c0bc405951c3_2023-04-18,97.66561126708984,100.0
268,7f8e87ed-d5ff-42a8-8007-ce777257cf68_2022-04-27,67.89273071289062,85.0
269,a114c3c2-1bd8-4aa7-8891-3402f47eba0a_2023-04-04,3.2170681953430176,0.0
270,e03db8cf-6139-4e0b-96da-27a7b4d68ef8_2018-08-27,100.36089324951172,100.0
271,d47b3678-9f11-4811-9930-c969df5fac0e_2023-04-25,32.566314697265625,0.0
272,3eface6a-f207-4bf8-979f-c84660dffad1_2023-06-27,95.56809997558594,100.0
273,fc641d4a-4e79-46c5-9b37-592ab13d31bf_2020-12-22,88.96735382080078,100.0
274,784cfc33-39db-444b-bb00-eb345cb08b16_2020-09-21,90.68682098388672,100.0
275,0a3817e8-3335-4508-be71-2bd98ce68dda_2023-10-24,90.88948059082031,100.0
276,31d95e2f-f47b-49c9-ba99-46e69ba579b5_2024-02-21,11.511348724365234,0.0
277,00d26dfc-b0c9-4381-8732-af1f08c8a68e_2023-05-02,91.06452941894531,100.0
278,f56642c0-fbfb-4427-a9e3-678129ec6957_2021-09-29,93.09217071533203,100.0
279,6bf8d1d5-9961-4b9f-a019-a8c31949f892_2024-02-08,88.30538177490234,98.0
280,fe79536f-a0ab-415b-8660-807cb81acfa5_2018-04-25,14.764497756958008,0.0
281,a819ede4-e15f-4858-9eee-e8b205589b37_2019-01-28,91.72972869873047,100.0
282,956396f0-265d-4b40-a637-ec6c91b799c9_2021-02-25,3.326266050338745,10.0
283,06470e14-a7a9-4685-bdf0-14ee6307e7dc_2023-03-21,0.050453152507543564,0.0
284,9f1c84a1-5eca-4d4c-b2dc-fb31071985a2_2024-02-21,93.52069854736328,100.0
285,f9e147bc-0f1e-4715-b04e-54550ab56d9d_2023-10-31,91.54938507080078,100.0
286,4b304223-ae5e-4014-98a5-c68c760deb74_2021-07-02,86.10951232910156,100.0
287,4609c8ec-d624-42a5-a2e8-3c86d86d8c3b_2019-10-17,88.13382720947266,100.0
288,38779fc6-7cf0-4675-9bab-205979e6dbfe_2023-02-28,66.20833587646484,0.0
289,0a3817e8-3335-4508-be71-2bd98ce68dda_2022-11-24,109.80348205566406,100.0
290,40d6b26a-b55d-43ef-97ea-dbcbcb4a5693_2018-08-27,90.26696014404297,98.75
